committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,cand_office_state,cand_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,election_type,election_type_full,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00162818,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,2017,48,201701099041008965,24,1137565,STRASSHEIM GRAPHIC & DESIGN PRESS CORP,,,,333 N 15TH ST,,PHILADELPHIA,PA,191021034,LAWN SIGNS SUPPORTING HILLARY CLINTON FOR PRESIDENT,2016-11-01 00:00:00,2016-11-01 00:00:00,4811.40,97532.44,,,S,,,P00003392,"CLINTON, HILLARY RODHAM",,HILLARY,RODHAM,CLINTON,,P,,00,,,,,,,,G2016,,"BURROWS, BRIAN",2017-01-09 00:00:00,,,,,,BRIAN,,BURROWS,E806033FB1E724D119EE,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010920171359607813,4010920171359613521,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701099041008965
C00162818,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,2017,48,201701099041008965,24,1137565,STRASSHEIM GRAPHIC & DESIGN PRESS CORP,,,,333 N 15TH ST,,PHILADELPHIA,PA,191021034,LUNCH BAGS SUPPORTING HILLARY CLINTON FOR PRESIDENT,2016-11-01 00:00:00,2016-11-01 00:00:00,4465.80,97532.44,,,S,,,P00003392,"CLINTON, HILLARY RODHAM",,HILLARY,RODHAM,CLINTON,,P,,00,,,,,,,,G2016,,"BURROWS, BRIAN",2017-01-09 00:00:00,,,,,,BRIAN,,BURROWS,E5D422C3BF4674D4DA39,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010920171359607813,4010920171359613523,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701099041008965
C00162818,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,2017,48,201701099041008966,24,1137566,STRASSHEIM GRAPHIC & DESIGN PRESS CORP,,,,333 N 15TH ST,,PHILADELPHIA,PA,191021034,INDEP EXPEND:  MAILING SUPPORTING KATIE MCGINTY,2016-11-07 00:00:00,2016-11-07 00:00:00,1546.75,1546.75,,,S,,,,"MCGINTY, KATIE",,KATIE,,MCGINTY,,S,PA,,,,,,,,,G2016,,"BURROWS, BRIAN",2017-01-09 00:00:00,,,,,,BRIAN,,BURROWS,E9A6C3F40A7FF41E29A7,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010920171359607814,4010920171359613531,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701099041008966
C00162818,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,2017,48,201701099041008966,24,1137566,STRASSHEIM GRAPHIC & DESIGN PRESS CORP,,,,333 N 15TH ST,,PHILADELPHIA,PA,191021034,INDEP EXPEND:  MAILING SUPPORTING HILLARY CLINTON,2016-11-07 00:00:00,2016-11-07 00:00:00,1546.75,102592.47,,,S,,,P00003392,"CLINTON, HILLARY RODHAM",,HILLARY,RODHAM,CLINTON,,P,,00,,,,,,,,G2016,,"BURROWS, BRIAN",2017-01-09 00:00:00,,,,,,BRIAN,,BURROWS,EF97AA9E61A4E4226BBE,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010920171359607814,4010920171359613533,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701099041008966
C00162818,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,2017,48,201701099041008967,24,1137566,STRASSHEIM GRAPHIC & DESIGN PRESS CORP,,,,333 N 15TH ST,,PHILADELPHIA,PA,191021034,INDEP EXPEND:  SIGNS & BADGES OPPOSING TRUMP,2016-11-07 00:00:00,2016-11-07 00:00:00,3126.60,102592.47,,,O,,,,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,00,,,,,,,,G2016,,"BURROWS, BRIAN",2017-01-09 00:00:00,,,,,,BRIAN,,BURROWS,EF8AA7A451B1F40A1A50,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010920171359607814,4010920171359613535,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701099041008967
C00162818,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,2017,48,201701099041008967,24,1137566,STRASSHEIM GRAPHIC & DESIGN PRESS CORP,,,,333 N 15TH ST,,PHILADELPHIA,PA,191021034,INDEP EXPEND:  MAILING SUPPORTING HILLARY CLINTON,2016-11-07 00:00:00,2016-11-07 00:00:00,386.68,102592.47,,,S,,,P00003392,"CLINTON, HILLARY RODHAM",,HILLARY,RODHAM,CLINTON,,P,,00,,,,,,,,G2016,,"BURROWS, BRIAN",2017-01-09 00:00:00,,,,,,BRIAN,,BURROWS,EE613F58673E7405A858,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010920171359607814,4010920171359613537,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701099041008967
C00609917,"PROTECT LOUISIANA, INC.",2017,24,201701259041472821,24,1141196,"SEABAUGH, CATHERINE",CATHERINE,,SEABAUGH,401 MARKET ST,STE 1150,SHREVEPORT,LA,71101,DIGITAL ADVERTISING (SEE SCH. D FOR DEBT),2016-10-30 00:00:00,2016-10-30 00:00:00,4034.28,0.00,,,S,,,H6LA04138,"JOHNSON, JAMES MICHAEL",,JAMES MICHAEL,,JOHNSON,,H,LA,04,C00609917,,,,,,,G2016,,"MARSTON, CHRIS",2017-01-25 00:00:00,,,,,,CHRIS,,MARSTON,SE.4181,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012520171368769727,4012520171368775143,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201701259041472821
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702039042411539,24,1147450,CAMPAIGN SOLUTIONS,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,ESTIMATED FEBRUARY ONLINE VOTER CONTACT,2017-02-01 00:00:00,2017-02-01 00:00:00,100000.00,150000.00,,,S,,,,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-01 00:00:00,,,,,,DAN,,BACKER,SE24.97073,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320171369512953,4020320171369521539,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702039042411539
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702039042411539,24,1147450,INFOCISION MANAGEMENT CORPORATION,,,,325 SPRINGSIDE DRIVE,,AKRON,OH,44333,ESTIMATED FEBRUARY TELEPHONE VOTER CONTACT,2017-02-01 00:00:00,2017-02-01 00:00:00,25000.00,150000.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-01 00:00:00,,,,,,DAN,,BACKER,SE24.97075,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320171369512953,4020320171369521541,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702039042411539
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702039042411540,24,1147450,RAPID RESPONSE TELEVISION LLC,,,,4850 WRIGHT ROAD,,STAFFORD,TX,77477,TELEVISION ADVERTISING,2017-02-01 00:00:00,2017-02-03 00:00:00,25000.00,150000.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-01 00:00:00,,,,,,DAN,,BACKER,SE24.97072,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320171369512953,4020320171369521543,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702039042411540
C00608489,GREAT AMERICA PAC,2017,48,201702039042411541,24,1147451,CAMPAIGN SOLUTIONS,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,ESTIMATED FEBRUARY ONLINE VOTER CONTACT,2017-02-01 00:00:00,2017-02-01 00:00:00,100000.00,130000.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-01 00:00:00,,,,,,DAN,,BACKER,SE24.97076,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320171369512954,4020320171369521545,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702039042411541
C00608489,GREAT AMERICA PAC,2017,48,201702039042411541,24,1147451,INFOCISION MANAGEMENT CORPORATION,,,,325 SPRINGSIDE DRIVE,,AKRON,OH,44333,ESTIMATED FEBRUARY TELEPHONE VOTER CONTACT,2017-02-01 00:00:00,2017-02-01 00:00:00,25000.00,130000.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-01 00:00:00,,,,,,DAN,,BACKER,SE24.97077,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320171369512954,4020320171369521547,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702039042411541
C00608489,GREAT AMERICA PAC,2017,48,201702039042411542,24,1147451,POLITICAL LIST BROKERS LLC,,,,107 S WEST ST,PMB 826,ALEXANDRIA,VA,223142824,ESTIMATED FEBRUARY ONLINE VOTER CONTACT,2017-02-01 00:00:00,2017-02-01 00:00:00,5000.00,130000.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-01 00:00:00,,,,,,DAN,,BACKER,SE24.97078,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320171369512954,4020320171369521549,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702039042411542
C00608489,GREAT AMERICA PAC,2017,48,201702079044300286,24,1147937,BRILLIANT COMMUNICATIONS,,,,9305 SCHUBERT CT,,VIENNA,VA,22182,ESTIMATED FEBRUARY/MARCH DIRECT MAIL COSTS,2017-02-07 00:00:00,2017-03-02 00:00:00,5000.00,172179.92,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-07 00:00:00,,,,,,DAN,,BACKER,SE24.97082,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720171369903072,4020720171369906839,,,t,UNDETERMINED SUB-VENDORS TO BE PAID SEPERATELY,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702079044300286
C00608489,GREAT AMERICA PAC,2017,48,201702079044300286,24,1147937,RHA MARKETING,,,,6901 CRESTWOOD BLVD,,FREDERICK,MD,21703,MAIL VOTER OUTREACH,2017-02-07 00:00:00,2017-03-02 00:00:00,7179.92,172179.92,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-07 00:00:00,,,,,,DAN,,BACKER,SE24.97080,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720171369903072,4020720171369906841,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702079044300286
C00608489,GREAT AMERICA PAC,2017,48,201702079044300287,24,1147937,TALK MEDIA NETWORK,,,,1008 52ND ST SW,,WYOMING,MI,49509,RADIO ADS,2017-02-07 00:00:00,2017-02-13 00:00:00,30000.00,172179.92,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-07 00:00:00,,,,,,DAN,,BACKER,SE24.97079,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720171369903072,4020720171369906843,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702079044300287
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702099047651338,24,1148310,CONNELL DONATELLI INC,,,,PO BOX 1877,,ALEXANDRIA,VA,22313,ONLINE VOTER CONTACT,2017-02-09 00:00:00,2017-02-09 00:00:00,2000.00,162000.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-09 00:00:00,,,,,,DAN,,BACKER,SE24.97083,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020920171370049215,4020920171370185732,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702099047651338
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702139049345058,24,1148685,CONNELL DONATELLI INC,,,,PO BOX 1877,,ALEXANDRIA,VA,22313,ONLINE VOTER CONTACT,2017-02-10 00:00:00,2017-02-10 00:00:00,2500.00,189500.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-10 00:00:00,,,,,,DAN,,BACKER,SE24.97088,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640161,4021320171370644694,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049345058
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702139049345058,24,1148685,CONNELL DONATELLI INC,,,,PO BOX 1877,,ALEXANDRIA,VA,22313,ONLINE VOTER CONTACT,2017-02-13 00:00:00,2017-02-10 00:00:00,5000.00,5000.00,,,O,,,S2VA00142,"KAINE, TIMOTHY MICHAEL",,TIMOTHY,MICHAEL,KAINE,,S,VA,00,,,,,,,,G2018,,"BACKER, DAN",2017-02-13 00:00:00,,,,,,DAN,,BACKER,SE24.97089,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640161,4021320171370644696,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049345058
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702139049345059,24,1148685,CONNELL DONATELLI INC,,,,PO BOX 1877,,ALEXANDRIA,VA,22313,ONLINE VOTER CONTACT,2017-02-13 00:00:00,2017-02-10 00:00:00,2000.00,2000.00,,,O,,,S2WI00219,"BALDWIN, TAMMY",,TAMMY,,BALDWIN,,S,WI,00,,,,,,,,G2018,,"BACKER, DAN",2017-02-10 00:00:00,,,,,,DAN,,BACKER,SE24.97090,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640161,4021320171370644698,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049345059
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201702139049345059,24,1148685,RAPID RESPONSE TELEVISION LLC,,,,4850 WRIGHT ROAD,,STAFFORD,TX,77477,TELEVISION ADVERTISING,2017-02-09 00:00:00,2017-02-13 00:00:00,25000.00,189500.00,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-09 00:00:00,,,,,,DAN,,BACKER,SE24.97086,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640161,4021320171370644700,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049345059
C00608489,GREAT AMERICA PAC,2017,48,201702139049345074,24,1148689,CONNELL DONATELLI INC,,,,PO BOX 1877,,ALEXANDRIA,VA,22313,ONLINE VOTER CONTACT,2017-02-10 00:00:00,2017-02-10 00:00:00,2500.00,174679.92,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-02-10 00:00:00,,,,,,DAN,,BACKER,SE24.97087,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640162,4021320171370644702,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049345074
C00614453,HISPANIC VICTORY PAC,2017,48,201702139049344874,24,1148671,WASHINGTON MEDIA GROUP,,,,1250 I STREET NW,SUITE 800,WASHINGTON,DC,200055911,ONLINE ADVERTISING,2016-10-17 00:00:00,2016-10-17 00:00:00,4600.00,117477.74,,,O,,,,"CLINTON, HILLARY",,HILLARY,,CLINTON,,P,,00,,,,,,,,G2016,,"SANCHEZ, JESUS",2017-02-13 00:00:00,,,,,,JESUS,,SANCHEZ,EFF230228500D46EC91D,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640160,4021320171370644690,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049344874
C00614453,HISPANIC VICTORY PAC,2017,48,201702139049344874,24,1148671,CARACOL BROADCASTING,,,,2269 199TH ST NW,,MIAMI GARDENS,FL,330562600,RADIO ADVERTISING,2016-10-17 00:00:00,2016-10-17 00:00:00,5652.50,117477.74,,,O,,,,"CLINTON, HILLARY",,HILLARY,,CLINTON,,P,,00,,,,,,,,G2016,,"SANCHEZ, JESUS",2017-02-13 00:00:00,,,,,,JESUS,,SANCHEZ,E7D4FC9FC3B864EBAB64,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021320171370640160,4021320171370644692,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201702139049344874
